internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_0199,internship 199,company 199,mobile apps,description for internship 199,"sql, sql, sql",bangalore,2 months,10000,False,2025-09-27,True,19,Hyderabad,Technology
INT_0200,internship 200,company 200,web development,description for internship 200,"python, sql",delhi,2 months,25000,True,2025-09-26,True,75,Delhi,Consulting
INT_0201,Web Development Intern,ONGC,web development,Internship opportunity in Web Development at ONGC.,"css, react",delhi,12 months,5000,True,2025-12-19,True,30000,Delhi,Energy & Exploration
INT_0202,Marketing Intern,Tata Consultancy Services,marketing,Internship opportunity in Marketing at Tata Consultancy Services.,"content writing, seo",mumbai,12 months,5000,True,2025-12-06,True,600000,Mumbai,IT Services
INT_0203,Data Science Intern,Larsen & Toubro,data science,Internship opportunity in Data Science at Larsen & Toubro.,"python, sql",mumbai,12 months,5000,True,2025-11-13,True,100000,Mumbai,Infrastructure & Engineering
INT_0204,Web Development Intern,State Bank of India,web development,Internship opportunity in Web Development at State Bank of India.,"react, css",mumbai,12 months,5000,True,2025-11-08,True,250000,Mumbai,Banking & Finance
INT_0205,Data Science Intern,HDFC Bank,data science,Internship opportunity in Data Science at HDFC Bank.,"python, machine learning",mumbai,12 months,5000,True,2025-10-06,True,150000,Mumbai,Banking & Finance
INT_0206,Finance Intern,Larsen & Toubro,finance,Internship opportunity in Finance at Larsen & Toubro.,"excel, accounting",mumbai,12 months,5000,True,2025-11-30,True,100000,Mumbai,Infrastructure & Engineering
INT_0207,Marketing Intern,Reliance Industries,marketing,Internship opportunity in Marketing at Reliance Industries.,"content writing, digital marketing",mumbai,12 months,5000,True,2025-12-03,True,300000,Mumbai,Energy & Petrochemicals
INT_0208,Data Science Intern,HDFC Bank,data science,Internship opportunity in Data Science at HDFC Bank.,"machine learning, python",mumbai,12 months,5000,True,2025-12-18,True,150000,Mumbai,Banking & Finance
INT_0209,Finance Intern,Larsen & Toubro,finance,Internship opportunity in Finance at Larsen & Toubro.,"excel, accounting",mumbai,12 months,5000,True,2025-10-20,True,100000,Mumbai,Infrastructure & Engineering
INT_0210,Data Science Intern,Wipro,data science,Internship opportunity in Data Science at Wipro.,"python, sql",bangalore,12 months,5000,True,2025-10-26,True,200000,Bangalore,IT Services
INT_0211,Marketing Intern,Tata Consultancy Services,marketing,Internship opportunity in Marketing at Tata Consultancy Services.,"digital marketing, seo",mumbai,12 months,5000,True,2025-12-11,True,600000,Mumbai,IT Services
INT_0212,Web Development Intern,HDFC Bank,web development,Internship opportunity in Web Development at HDFC Bank.,"javascript, html",mumbai,12 months,5000,True,2025-11-11,True,150000,Mumbai,Banking & Finance
INT_0213,Marketing Intern,State Bank of India,marketing,Internship opportunity in Marketing at State Bank of India.,"seo, digital marketing",mumbai,12 months,5000,True,2025-10-11,True,250000,Mumbai,Banking & Finance
INT_0214,Data Science Intern,Reliance Industries,data science,Internship opportunity in Data Science at Reliance Industries.,"machine learning, python",mumbai,12 months,5000,True,2025-10-15,True,300000,Mumbai,Energy & Petrochemicals
INT_0215,Data Science Intern,HCL Technologies,data science,Internship opportunity in Data Science at HCL Technologies.,"sql, python",noida,12 months,5000,True,2025-11-30,True,225000,Noida,IT Services
INT_0216,Finance Intern,ONGC,finance,Internship opportunity in Finance at ONGC.,"excel, accounting",delhi,12 months,5000,True,2025-11-12,True,30000,Delhi,Energy & Exploration
INT_0217,Finance Intern,State Bank of India,finance,Internship opportunity in Finance at State Bank of India.,"financial analysis, accounting",mumbai,12 months,5000,True,2025-12-03,True,250000,Mumbai,Banking & Finance
INT_0218,Finance Intern,ONGC,finance,Internship opportunity in Finance at ONGC.,"financial analysis, accounting",delhi,12 months,5000,True,2025-11-05,True,30000,Delhi,Energy & Exploration
INT_0219,Finance Intern,ICICI Bank,finance,Internship opportunity in Finance at ICICI Bank.,"accounting, excel",mumbai,12 months,5000,True,2025-11-18,True,125000,Mumbai,Banking & Finance
INT_0220,Cloud Computing Intern,ONGC,cloud computing,Internship opportunity in Cloud Computing at ONGC.,"docker, aws",delhi,12 months,5000,True,2025-10-30,True,30000,Delhi,Energy & Exploration
INT_0221,Data Science Intern,HCL Technologies,data science,Internship opportunity in Data Science at HCL Technologies.,"sql, python",noida,12 months,5000,True,2025-11-14,True,225000,Noida,IT Services
INT_0222,Finance Intern,ONGC,finance,Internship opportunity in Finance at ONGC.,"accounting, financial analysis",delhi,12 months,5000,True,2025-11-01,True,30000,Delhi,Energy & Exploration
INT_0223,Finance Intern,ICICI Bank,finance,Internship opportunity in Finance at ICICI Bank.,"accounting, excel",mumbai,12 months,5000,True,2025-11-14,True,125000,Mumbai,Banking & Finance
INT_0224,Marketing Intern,ICICI Bank,marketing,Internship opportunity in Marketing at ICICI Bank.,"seo, digital marketing",mumbai,12 months,5000,True,2025-11-02,True,125000,Mumbai,Banking & Finance
INT_0225,Cloud Computing Intern,Infosys,cloud computing,Internship opportunity in Cloud Computing at Infosys.,"aws, azure",bangalore,12 months,5000,True,2025-11-03,True,250000,Bangalore,IT Services
INT_0226,Web Development Intern,HCL Technologies,web development,Internship opportunity in Web Development at HCL Technologies.,"css, html",noida,12 months,5000,True,2025-12-18,True,225000,Noida,IT Services
INT_0227,Finance Intern,Wipro,finance,Internship opportunity in Finance at Wipro.,"accounting, excel",bangalore,12 months,5000,True,2025-12-12,True,200000,Bangalore,IT Services
INT_0228,Data Science Intern,Reliance Industries,data science,Internship opportunity in Data Science at Reliance Industries.,"sql, machine learning",mumbai,12 months,5000,True,2025-12-12,True,300000,Mumbai,Energy & Petrochemicals
INT_0229,Data Science Intern,Tata Consultancy Services,data science,Internship opportunity in Data Science at Tata Consultancy Services.,"machine learning, python",mumbai,12 months,5000,True,2025-10-04,True,600000,Mumbai,IT Services
INT_0230,Marketing Intern,HDFC Bank,marketing,Internship opportunity in Marketing at HDFC Bank.,"seo, content writing",mumbai,12 months,5000,True,2025-12-05,True,150000,Mumbai,Banking & Finance
INT_0231,Cloud Computing Intern,Larsen & Toubro,cloud computing,Internship opportunity in Cloud Computing at Larsen & Toubro.,"azure, docker",mumbai,12 months,5000,True,2025-12-02,True,100000,Mumbai,Infrastructure & Engineering
INT_0232,Data Science Intern,Infosys,data science,Internship opportunity in Data Science at Infosys.,"machine learning, python",bangalore,12 months,5000,True,2025-11-13,True,250000,Bangalore,IT Services
INT_0233,Marketing Intern,Tata Consultancy Services,marketing,Internship opportunity in Marketing at Tata Consultancy Services.,"digital marketing, content writing",mumbai,12 months,5000,True,2025-12-13,True,600000,Mumbai,IT Services
INT_0234,Marketing Intern,HCL Technologies,marketing,Internship opportunity in Marketing at HCL Technologies.,"content writing, seo",noida,12 months,5000,True,2025-12-14,True,225000,Noida,IT Services
INT_0235,Marketing Intern,HDFC Bank,marketing,Internship opportunity in Marketing at HDFC Bank.,"seo, content writing",mumbai,12 months,5000,True,2025-10-11,True,150000,Mumbai,Banking & Finance
INT_0236,Cloud Computing Intern,HDFC Bank,cloud computing,Internship opportunity in Cloud Computing at HDFC Bank.,"aws, docker",mumbai,12 months,5000,True,2025-10-22,True,150000,Mumbai,Banking & Finance
INT_0237,Web Development Intern,ICICI Bank,web development,Internship opportunity in Web Development at ICICI Bank.,"react, html",mumbai,12 months,5000,True,2025-11-02,True,125000,Mumbai,Banking & Finance
INT_0238,Cloud Computing Intern,State Bank of India,cloud computing,Internship opportunity in Cloud Computing at State Bank of India.,"aws, azure",mumbai,12 months,5000,True,2025-12-15,True,250000,Mumbai,Banking & Finance
INT_0239,Finance Intern,HCL Technologies,finance,Internship opportunity in Finance at HCL Technologies.,"excel, accounting",noida,12 months,5000,True,2025-12-19,True,225000,Noida,IT Services
INT_0240,Cloud Computing Intern,ICICI Bank,cloud computing,Internship opportunity in Cloud Computing at ICICI Bank.,"aws, docker",mumbai,12 months,5000,True,2025-12-19,True,125000,Mumbai,Banking & Finance
INT_0241,Cloud Computing Intern,ICICI Bank,cloud computing,Internship opportunity in Cloud Computing at ICICI Bank.,"azure, docker",mumbai,12 months,5000,True,2025-10-20,True,125000,Mumbai,Banking & Finance
INT_0242,Data Science Intern,HCL Technologies,data science,Internship opportunity in Data Science at HCL Technologies.,"machine learning, python",noida,12 months,5000,True,2025-10-09,True,225000,Noida,IT Services
INT_0243,Web Development Intern,Infosys,web development,Internship opportunity in Web Development at Infosys.,"css, javascript",bangalore,12 months,5000,True,2025-10-10,True,250000,Bangalore,IT Services
INT_0244,Marketing Intern,ONGC,marketing,Internship opportunity in Marketing at ONGC.,"digital marketing, content writing",delhi,12 months,5000,True,2025-11-15,True,30000,Delhi,Energy & Exploration
INT_0245,Web Development Intern,Infosys,web development,Internship opportunity in Web Development at Infosys.,"javascript, react",bangalore,12 months,5000,True,2025-10-27,True,250000,Bangalore,IT Services
INT_0246,Finance Intern,Wipro,finance,Internship opportunity in Finance at Wipro.,"excel, financial analysis",bangalore,12 months,5000,True,2025-11-14,True,200000,Bangalore,IT Services
INT_0247,Finance Intern,HCL Technologies,finance,Internship opportunity in Finance at HCL Technologies.,"accounting, excel",noida,12 months,5000,True,2025-11-05,True,225000,Noida,IT Services
INT_0248,Web Development Intern,ONGC,web development,Internship opportunity in Web Development at ONGC.,"html, css",delhi,12 months,5000,True,2025-11-11,True,30000,Delhi,Energy & Exploration
INT_0249,Finance Intern,Wipro,finance,Internship opportunity in Finance at Wipro.,"excel, financial analysis",bangalore,12 months,5000,True,2025-12-13,True,200000,Bangalore,IT Services
INT_0250,Marketing Intern,HDFC Bank,marketing,Internship opportunity in Marketing at HDFC Bank.,"digital marketing, seo",mumbai,12 months,5000,True,2025-12-19,True,150000,Mumbai,Banking & Finance
INT_0251,Web Development Intern,Infosys,web development,Internship opportunity in Web Development at Infosys.,"css, javascript",bangalore,12 months,5000,True,2025-10-09,True,250000,Bangalore,IT Services
INT_0252,Marketing Intern,Infosys,marketing,Internship opportunity in Marketing at Infosys.,"seo, content writing",bangalore,12 months,5000,True,2025-11-05,True,250000,Bangalore,IT Services
INT_0253,Cloud Computing Intern,ICICI Bank,cloud computing,Internship opportunity in Cloud Computing at ICICI Bank.,"azure, docker",mumbai,12 months,5000,True,2025-10-06,True,125000,Mumbai,Banking & Finance
INT_0254,Cloud Computing Intern,ONGC,cloud computing,Internship opportunity in Cloud Computing at ONGC.,"azure, aws",delhi,12 months,5000,True,2025-10-19,True,30000,Delhi,Energy & Exploration
INT_0255,Data Science Intern,Larsen & Toubro,data science,Internship opportunity in Data Science at Larsen & Toubro.,"sql, machine learning",mumbai,12 months,5000,True,2025-11-07,True,100000,Mumbai,Infrastructure & Engineering
